combo,layers,hidden,lr,weight_decay,mean_val,std_val,fold_best_vals
L2_H128_lr0.001_wd0.0005,2,128,0.001,0.0005,0.6866666666666668,0.033582402799349806,"[0.6833333333333333, 0.6333333333333333, 0.7333333333333333, 0.7083333333333334, 0.675]"
